City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
271,Energetik,51.7445,58.7934,-5.46,100,78,5.95,RU,1675632937
272,Verkhnevilyuysk,63.4453,120.3167,-53.66,100,67,2.95,RU,1675632937
273,Henties Bay,-22.116,14.2845,64.53,88,100,3.69,NA,1675632938
274,Meulaboh,4.1363,96.1285,74.71,88,100,4.9,ID,1675632826
275,Tagusao,9.1924,117.8141,76.24,88,58,4.72,PH,1675632939
276,Candido Mendes,-1.4467,-45.7167,75.27,95,100,3.47,BR,1675632939
277,Kajaani,64.2273,27.7285,21.25,93,100,2.3,FI,1675632813
278,Katsuura,35.1333,140.3,46.71,81,1,7.11,JP,1675632940
279,Saint George,37.1041,-113.5841,62.94,36,0,19.57,US,1675632940
280,Cabo San Lucas,22.8909,-109.9124,81.61,41,0,9.22,MX,1675632941
281,Shirgaon,19.7,72.7,72.16,48,6,5.26,IN,1675632941
282,Pauini,-7.7136,-66.9764,80.92,79,64,3.11,BR,1675632942
283,Balabac,7.9868,117.0645,79.75,81,63,14.09,PH,1675632942
284,Tura,25.5198,90.2201,56.44,51,1,2.26,IN,1675632942
285,Tsiroanomandidy,-18.7667,46.0333,65.75,90,100,4.5,MG,1675632943
286,Athabasca,54.7169,-113.2854,34.21,88,99,4.76,CA,1675632778
287,Byron Bay,-28.65,153.6167,72.95,60,76,5.73,AU,1675632708
288,Moron,-34.6534,-58.6198,89.06,44,8,7.43,AR,1675632943
289,Talgar,43.3027,77.2395,26.76,93,75,4.47,KZ,1675632944
290,Matagami,49.7502,-77.6328,3.31,66,0,6.91,CA,1675632770
291,Neka,36.6508,53.299,47.41,41,3,4.94,IR,1675632944
292,Kjollefjord,70.9457,27.3465,37.45,93,75,4.61,NO,1675632945
293,Lagoa,39.05,-27.9833,59.41,83,99,12.35,PT,1675632946
294,Harper,4.375,-7.7169,80.15,83,60,9.53,LR,1675632946
295,Taoudenni,22.6783,-3.9836,63.55,19,37,10.71,ML,1675632946
296,Muisne,0.6,-80.0333,80.28,78,38,8.84,EC,1675632947
297,Mandalgovi,45.7625,106.2708,13.98,47,92,7.07,MN,1675632947
298,Augusta,48.3667,10.8833,35.33,91,100,6.91,DE,1675632948
299,Delmas,18.5447,-72.3028,80.4,62,88,0.69,HT,1675632948
300,Nemuro,43.3236,145.575,22.64,78,77,3.98,JP,1675632949
301,Yongan,39.6957,113.6871,25.97,50,100,0.78,CN,1675632949
302,Inirida,3.8653,-67.9239,76.77,91,90,1.99,CO,1675632950
303,Kavieng,-2.5744,150.7967,82.0,76,95,5.3,PG,1675632950
304,Sibolga,1.7427,98.7792,73.4,96,100,3.29,ID,1675632951
305,Sabha,27.0377,14.4283,51.51,49,7,9.24,LY,1675632951
306,Longhua,23.6137,114.1919,61.38,98,100,1.81,CN,1675632952
307,Lazaro Cardenas,17.9583,-102.2,83.5,53,0,9.86,MX,1675632952
308,Moussoro,13.6408,16.4901,77.41,14,100,10.42,TD,1675632953
309,Bowen,-20.0167,148.2333,82.38,83,44,11.74,AU,1675632953
310,Kingaroy,-26.5333,151.8333,73.74,70,81,11.83,AU,1675632954
311,Sao Jose Da Coroa Grande,-8.8978,-35.1478,79.45,81,17,7.81,BR,1675632954
312,Nanortalik,60.1432,-45.2371,21.9,67,100,29.51,GL,1675632955
313,Valparaiso,-33.0393,-71.6273,79.03,53,0,10.36,CL,1675632757
314,Pemberton,50.3164,-122.8027,44.29,95,97,3.98,CA,1675632956
315,Coari,-4.085,-63.1414,77.56,94,58,2.73,BR,1675632752
316,Tarko-Sale,64.9225,77.785,-13.29,100,100,1.1,RU,1675632956
317,Caucaia,-3.7361,-38.6531,82.35,77,20,9.22,BR,1675632957
318,Tarpon Springs,28.1461,-82.7568,77.05,78,0,4.0,US,1675632957
319,Arles,43.6768,4.6303,50.05,61,0,23.02,FR,1675632958
320,Barahona,18.2085,-71.1008,80.42,78,40,20.71,DO,1675632958
321,Ixtapa,20.7,-105.2,78.03,65,0,12.66,MX,1675632939
322,Coihaique,-45.5752,-72.0662,69.75,37,20,8.05,CL,1675632959
323,Carbonia,39.1672,8.5222,49.01,91,13,3.36,IT,1675632959
324,Joshimath,30.5667,79.5667,37.92,44,0,8.88,IN,1675632959
325,Andenes,69.3143,16.1194,35.92,87,75,13.8,NO,1675632960
326,La Grande,45.3246,-118.0877,44.01,87,100,6.02,US,1675632960
327,Rafaela,-31.2503,-61.4867,92.98,17,0,1.99,AR,1675632960
328,Port Pirie,-33.1833,138.0167,71.47,42,23,6.76,AU,1675632961
329,Kholm,59.2667,32.85,16.97,90,100,8.16,RU,1675632961
330,Kamenka,51.3223,42.7678,7.09,98,85,3.98,RU,1675632962
331,Camacupa,-12.0167,17.4833,59.07,94,100,3.33,AO,1675632963
332,Hedaru,-4.5,37.9,70.74,85,56,1.61,TZ,1675632965
333,Dhidhdhoo,6.8833,73.1,79.9,75,15,0.54,MV,1675632966
334,Dingle,10.9995,122.6711,73.29,94,46,7.94,PH,1675632968
335,Beyneu,45.3167,55.2,31.55,78,90,5.35,KZ,1675632970
336,Verkh-Suetka,53.3,80.05,5.34,97,94,7.43,RU,1675632971
337,Acarau,-2.8856,-40.12,79.02,81,46,12.24,BR,1675632971
338,Baruun-Urt,46.6806,113.2792,-3.75,92,52,4.65,MN,1675632972
339,Kuryk,43.2,51.65,34.84,68,80,11.81,KZ,1675632973
340,Vila Velha,-20.3297,-40.2925,82.35,82,20,9.22,BR,1675632974
341,Lixourion,38.2019,20.4314,42.69,53,23,5.86,GR,1675632975
342,Bogovina,43.895,21.9403,21.76,87,95,4.92,RS,1675632975
343,Morshyn,49.1565,23.8723,20.08,96,100,8.77,UA,1675632976
344,Orange Cove,36.6244,-119.3137,60.31,84,75,11.5,US,1675632977
345,Pampa,35.5362,-100.9599,69.57,24,26,12.66,US,1675632817
346,Bandarbeyla,9.4942,50.8122,74.77,75,83,15.43,SO,1675632951
347,Nizhniy Ingash,56.2,96.53,-10.98,100,98,3.36,RU,1675632978
348,Chama,47.1821,8.4636,38.03,96,100,0.0,CH,1675632978
349,Razole,16.4833,81.8333,64.71,93,15,2.8,IN,1675632979
350,Quatre Cocos,-20.2078,57.7625,80.1,81,55,11.23,MU,1675632981
351,Whitehorse,60.7161,-135.0538,11.17,85,40,10.36,CA,1675632982
352,Coria,39.9879,-6.5377,46.45,75,0,4.23,ES,1675632982
353,Inta,66.0317,60.1659,8.55,95,99,9.8,RU,1675632983
354,Dorolt,47.85,22.8167,24.82,74,3,9.22,RO,1675632984
355,Lae,-6.7221,146.9847,75.87,79,95,6.35,PG,1675632984
356,Kruisfontein,-34.0033,24.7314,74.88,85,90,7.49,ZA,1675632987
357,Moerai,-22.4333,-151.3333,80.33,76,31,13.13,PF,1675632988
358,Deputatskiy,69.3,139.9,-29.9,98,100,4.16,RU,1675632990
359,Paita,-5.0892,-81.1144,78.31,71,3,13.11,PE,1675632990
360,Taksimo,56.3444,114.8794,-0.29,88,100,4.7,RU,1675632991
361,Machinga,-15.1685,35.3,66.88,96,86,1.79,MW,1675632991
362,Saint-Leu,-21.15,55.2833,77.86,78,100,1.5,RE,1675632992
363,Anadyr,64.75,177.4833,-25.1,75,75,11.18,RU,1675632992
364,Faya,18.3851,42.4509,54.12,66,88,3.36,SA,1675632859
365,Mayna,54.1135,47.6231,4.6,97,100,1.36,RU,1675632992
366,Beloha,-25.1667,45.05,70.83,94,100,10.02,MG,1675632778
367,Yangcun,39.3639,117.0603,31.98,66,88,7.07,CN,1675632993
368,Aklavik,68.2191,-135.0107,-33.52,97,49,1.07,CA,1675632993
369,Miri,4.4148,114.0089,77.14,94,40,5.75,MY,1675632994
370,Nara,34.6851,135.8049,38.32,69,30,1.99,JP,1675632995
371,Peterhead,57.5058,-1.7981,41.45,68,100,11.03,GB,1675632995
372,Santiago De Cao,-7.9589,-79.2392,80.73,65,40,11.5,PE,1675632995
373,Machico,32.7,-16.7667,62.13,76,75,17.27,PT,1675632996
374,Mouila,-1.8685,11.0559,74.61,95,99,1.77,GA,1675632996
375,Novyy Urengoy,66.0833,76.6333,-12.37,100,64,3.24,RU,1675632997
376,San Patricio,28.017,-97.5169,78.89,54,0,9.33,US,1675632975
377,Rajgurunagar,18.8667,73.9,67.8,39,35,3.53,IN,1675632997
378,Otane,-39.8833,176.6333,75.63,63,18,3.15,NZ,1675632998
379,Shakawe,-18.3667,21.85,70.03,88,100,1.48,BW,1675632998
380,Sancti Spiritus,21.9297,-79.4425,83.05,49,1,11.39,CU,1675632998
381,Abha,18.2164,42.5053,53.85,33,0,6.91,SA,1675632999
382,Asosa,10.0667,34.5333,69.17,28,58,3.8,ET,1675632918
383,Kapit,2.0167,112.9333,72.73,99,100,1.05,MY,1675633000
384,Sapernoye,60.7167,29.9505,25.66,96,100,7.0,RU,1675633000
385,Havoysund,70.9963,24.6622,37.63,70,100,27.49,NO,1675633000
386,Uige,-7.6087,15.0613,66.34,91,98,1.05,AO,1675633002
387,Placido De Castro,-10.3353,-67.1856,73.53,98,99,3.11,BR,1675633003
388,Esmeraldas,-19.7625,-44.3139,87.91,85,41,2.13,BR,1675633003
389,Lavrentiya,65.5833,-171.0,-2.51,94,100,9.22,RU,1675632987
390,Wanning,18.8003,110.3967,70.97,89,99,2.84,CN,1675633004
391,Nova Odesa,47.3078,31.7851,27.48,82,97,12.8,UA,1675633005
392,Isangel,-19.55,169.2667,84.96,69,98,6.11,VU,1675633005
393,Waingapu,-9.6567,120.2641,78.76,87,100,17.6,ID,1675633005
394,Suhbaatar,50.2314,106.2078,-13.49,100,91,1.59,MN,1675633006
395,Buraydah,26.326,43.975,59.45,39,76,6.78,SA,1675633006
396,Mayya,61.7333,130.2811,-44.28,99,100,3.09,RU,1675633007
397,Barela,23.1,80.05,60.48,38,0,2.42,IN,1675633007
398,Saint Andrews,34.0454,-81.1293,62.6,61,75,5.75,US,1675633007
399,Kyren,51.6828,102.1408,1.36,92,94,1.14,RU,1675633008
400,Outjo,-20.1167,16.15,66.81,84,100,5.12,NA,1675633008
401,Bollnas,61.3482,16.3946,28.94,75,22,7.54,SE,1675633008
402,Mount Gambier,-37.8333,140.7667,59.79,70,28,4.38,AU,1675632759
403,Shubarkuduk,49.1447,56.4872,0.9,95,15,5.35,KZ,1675633009
404,Campbell River,50.0163,-125.2446,48.58,81,75,6.91,CA,1675633009
405,Ulladulla,-35.35,150.4667,70.29,69,53,3.38,AU,1675633010
406,Jalu,29.0331,21.5482,52.81,63,7,10.29,LY,1675633010
407,Eston,51.1501,-108.7514,31.93,91,83,7.63,CA,1675633010
408,Erice,38.037,12.5865,39.67,87,20,2.3,IT,1675633011
409,Naushki,50.3828,106.1056,-12.24,100,90,2.21,RU,1675633011
410,Batsfjord,70.6345,29.7185,24.73,79,75,24.16,NO,1675633012
411,Pleasanton,37.6624,-121.8747,56.93,70,40,20.71,US,1675632942
412,Camp Verde,34.5636,-111.8543,70.23,24,0,15.12,US,1675633012
413,Lulea,65.5842,22.1547,15.87,92,0,10.36,SE,1675633013
414,Mae Sai,20.4335,99.8762,63.03,50,63,2.68,TH,1675633013
415,Opuwo,-18.0607,13.84,68.11,47,97,7.05,NA,1675633013
416,Lompoc,34.6391,-120.4579,62.78,77,75,17.27,US,1675633014
417,Puerto Escondido,15.85,-97.0667,85.03,70,0,5.75,MX,1675633014
418,Ponta Delgada,37.7333,-25.6667,59.72,82,40,8.05,PT,1675633015
419,Salalah,17.0151,54.0924,71.69,78,0,1.14,OM,1675632877
420,Mandurah,-32.55,115.7,68.92,89,4,12.82,AU,1675633012
421,Bengkulu,-3.8004,102.2655,73.85,87,99,6.29,ID,1675632769
422,Qasigiannguit,68.8193,-51.1922,1.65,98,100,9.95,GL,1675633015
423,Cabedelo,-6.9811,-34.8339,83.07,77,10,11.48,BR,1675632717
424,Blumenau,-26.9194,-49.0661,82.15,85,85,2.71,BR,1675633016
425,Kindu,-2.95,25.95,71.85,83,100,1.83,CD,1675633016
426,Maceio,-9.6658,-35.7353,81.84,83,40,12.66,BR,1675633017
427,Samoded,63.6083,40.5111,5.81,92,26,6.2,RU,1675633017
428,Tual,-5.6667,132.75,80.02,82,100,21.63,ID,1675633018
429,Yining,29.0361,114.5636,46.81,96,100,0.74,CN,1675632822
430,Portland,45.5234,-122.6762,50.99,86,100,11.99,US,1675632723
431,Aguimes,27.9054,-15.4461,59.67,59,0,8.05,ES,1675633019
432,Sambava,-14.2667,50.1667,75.76,90,99,4.54,MG,1675633019
433,Berlevag,70.8578,29.0864,28.4,80,75,14.97,NO,1675633019
434,Keti Bandar,24.1447,67.4497,70.29,82,1,14.09,PK,1675633020
435,Nizhniy Baskunchak,48.2198,46.8311,22.86,95,100,5.93,RU,1675633020
436,Norsup,-16.0667,167.3833,84.27,76,100,13.04,VU,1675633021
437,Pacific Grove,36.6177,-121.9166,57.02,76,75,16.11,US,1675632942
438,Porto Novo,6.4965,2.6036,80.82,84,100,8.88,BJ,1675633023
439,Wilkie,52.4168,-108.7014,26.98,83,76,10.76,CA,1675633024
440,Mecca,21.4267,39.8261,70.25,64,23,2.95,SA,1675632983
441,Beringovskiy,63.05,179.3167,-19.73,93,99,11.86,RU,1675633025
442,Jertih,5.7336,102.4897,72.97,93,94,1.32,MY,1675632824
443,Kamariotissa,40.4833,25.4667,37.56,61,87,33.02,GR,1675633026
444,Oranjemund,-28.55,16.4333,63.19,95,87,8.66,NA,1675633028
445,Oxford,51.7522,-1.256,33.19,94,0,0.0,GB,1675632991
446,Dixon,38.4455,-121.8233,59.02,66,75,13.8,US,1675633028
447,Xichang,27.8964,102.2634,41.61,64,0,2.21,CN,1675633029
448,Mae Hong Son,19.3003,97.9685,62.91,80,96,1.21,TH,1675633031
449,Ayan,56.45,138.1667,-10.3,81,88,7.65,RU,1675633031
450,Tanza,14.6753,120.9389,78.85,80,80,4.7,PH,1675633032
451,Dali,25.7,100.1833,40.08,61,1,4.59,CN,1675633032
452,Kieta,-6.2167,155.6333,79.18,84,100,1.59,PG,1675633033
453,Makubetsu,45.3714,141.8211,24.31,67,100,10.74,JP,1675633034
454,Poquoson,37.1224,-76.3458,55.45,76,100,14.97,US,1675632778
455,Storforshei,66.4043,14.5233,28.18,100,20,0.0,NO,1675633035
456,Rio Grande,-32.035,-52.0986,78.91,74,9,10.47,BR,1675633036
457,Healdsburg,38.6105,-122.8692,54.79,79,40,9.22,US,1675633036
458,Leh,34.1667,77.5833,5.77,66,99,1.19,IN,1675633037
459,Campina Verde,-19.5356,-49.4864,73.81,88,100,2.39,BR,1675633040
460,Fairbanks,64.8378,-147.7164,9.09,76,0,6.91,US,1675633040
461,Kipushi,-11.7667,27.2333,62.46,99,100,3.6,CD,1675633041
462,Kaeo,-35.1,173.7833,69.33,93,82,8.79,NZ,1675633042
463,Marawi,7.9986,124.2928,66.54,90,100,2.46,PH,1675633007
464,Svetlogorsk,52.6333,29.7333,23.74,92,100,8.79,BY,1675633043
465,Chabahar,25.2919,60.643,70.41,71,5,7.74,IR,1675633043
466,Sumenep,-7.0167,113.8667,77.63,88,100,9.98,ID,1675633044
467,Medvezhyegorsk,62.9167,34.4667,14.04,97,100,3.85,RU,1675633045
468,Bom Jesus,-9.0744,-44.3586,83.88,44,100,0.31,BR,1675633046
469,Shingu,33.7333,135.9833,38.77,60,61,5.39,JP,1675632851
470,Talnakh,69.4865,88.3972,6.21,97,99,3.33,RU,1675633048
471,Along,28.1667,94.7667,50.99,66,0,1.79,IN,1675633049
472,Christchurch,-43.5333,172.6333,79.0,41,1,13.8,NZ,1675632931
473,Poronaysk,49.2167,143.1167,-12.89,97,54,3.29,RU,1675633050
474,Fatezh,52.0891,35.8632,24.78,96,99,8.41,RU,1675633051
475,Turkmenabat,39.0733,63.5786,37.38,70,0,6.91,TM,1675633051
476,Brookings,44.3114,-96.7984,31.17,81,0,5.75,US,1675633052
477,Russell,32.3502,-85.1999,67.28,52,40,4.61,US,1675633052
478,Antofagasta,-23.65,-70.4,74.48,77,1,8.93,CL,1675633053
479,Sakaiminato,35.55,133.2333,30.13,93,20,4.61,JP,1675633053
480,Emba,48.8264,58.1442,-1.88,97,21,5.17,KZ,1675633053
481,Bairiki,1.3292,172.9752,86.0,70,75,18.41,KI,1675633054
482,Alugan,12.2188,125.4808,78.51,85,97,11.52,PH,1675633054
483,Mogadishu,2.0371,45.3438,76.68,83,9,20.49,SO,1675632998
484,Batemans Bay,-35.7167,150.1833,69.1,65,61,3.2,AU,1675633055
485,Sarangani,5.4033,125.4636,81.21,73,90,10.92,PH,1675633055
486,Falam,22.9167,93.6833,44.44,48,23,4.34,MM,1675633056
487,Katobu,-4.9408,122.5276,74.77,93,100,3.98,ID,1675633056
488,Tawang,27.5833,91.8667,30.42,72,21,5.57,IN,1675633056
489,Freeport,40.6576,-73.5832,46.38,73,0,16.11,US,1675633057
490,Omsukchan,62.5333,155.8,-37.3,98,81,4.59,RU,1675633057
491,Sao Gabriel Da Cachoeira,-0.1303,-67.0892,76.53,96,90,2.19,BR,1675633058
492,Gull Lake,50.1001,-108.4847,35.89,77,99,13.69,CA,1675633058
493,Punta Alta,-38.8759,-62.0736,95.54,24,39,11.99,AR,1675633058
494,Barao De Melgaco,-16.1944,-55.9675,82.74,67,36,1.72,BR,1675633059
495,Bathsheba,13.2167,-59.5167,79.41,73,75,21.85,BB,1675633051
496,Camana,-16.6228,-72.7111,77.07,77,73,4.29,PE,1675633059
497,Sabang,5.8933,95.3214,80.44,71,88,1.86,ID,1675633060
498,Eyl,7.9803,49.8164,74.05,77,69,14.67,SO,1675633060
499,Luoyang,34.6836,112.4536,40.62,58,0,2.19,CN,1675633060
500,Bondoukou,8.0333,-2.8,84.24,24,93,3.04,CI,1675632977
501,Pidhaytsi,49.2685,25.1334,19.6,93,98,10.49,UA,1675633061
502,Olinda,-8.0089,-34.8553,82.13,74,40,8.05,BR,1675632936
503,Ocala,29.1872,-82.1401,73.94,62,97,3.0,US,1675632890
504,Padang,-0.9492,100.3543,73.45,79,100,3.85,ID,1675633058
505,Garhi Khairo,28.0606,67.9803,64.45,31,0,6.17,PK,1675633062
506,San Andres,12.5847,-81.7006,84.22,70,40,13.8,CO,1675633063
507,Tibati,6.4667,12.6333,73.6,16,83,6.55,CM,1675633063
508,Sal Rei,16.1833,-22.9167,69.06,59,99,23.44,CV,1675633064
509,Crvenka,45.6586,19.4556,27.73,58,23,11.25,RS,1675633064
510,Poum,-20.2333,164.0167,83.79,80,100,20.02,NC,1675633064
511,The Pas,53.8251,-101.2541,21.22,73,75,10.36,CA,1675633065
512,La Virtud,14.05,-88.7,93.85,24,0,4.32,HN,1675633066
513,Ambanja,-13.6833,48.45,74.77,93,94,2.15,MG,1675633066
514,Dolores Hidalgo,21.1561,-100.9308,74.86,13,0,14.12,MX,1675633066
515,Zyryanka,65.75,150.85,-32.48,100,100,2.13,RU,1675633067
516,Salym,60.0625,71.4789,-7.67,100,100,2.24,RU,1675633068
517,Aban,56.67,96.06,-10.23,100,100,3.89,RU,1675633068
518,Tooele,40.5308,-112.2983,34.72,81,100,6.91,US,1675632774
519,Amazar,53.858,120.875,-22.5,99,56,2.91,RU,1675633069
520,Palmer,42.1584,-72.3287,47.8,34,75,14.97,US,1675632860
521,Point Fortin,10.1833,-61.6833,78.89,73,50,15.48,TT,1675633069
522,Turayf,31.6725,38.6637,44.85,61,0,9.22,SA,1675633070
523,Bulgan,48.8125,103.5347,-3.19,96,66,3.6,MN,1675633070
524,Susanville,40.4163,-120.653,42.64,72,20,17.27,US,1675632859
525,San Cristobal,7.7669,-72.225,78.98,64,36,5.19,VE,1675633071
526,Quixada,-4.9714,-39.0153,80.26,70,76,7.58,BR,1675633071
527,Uvalde,29.3669,-99.767,76.12,40,0,3.44,US,1675632854
528,Gunupur,19.0833,83.8167,63.72,67,4,1.95,IN,1675633072
529,Margate,51.3813,1.3862,42.69,84,67,4.0,GB,1675632911
530,Labuhan,-6.8844,112.2051,77.83,84,100,4.92,ID,1675633072
531,Luganville,-15.5333,167.1667,82.06,83,100,12.73,VU,1675633073
532,Maragogi,-9.0122,-35.2225,79.23,81,18,7.58,BR,1675633073
533,Sinazongwe,-17.2614,27.4618,74.82,79,98,3.49,ZM,1675633074
534,Ucluelet,48.9329,-125.5528,50.09,87,90,4.0,CA,1675633074
535,Nagorsk,59.3172,50.8078,-4.56,100,100,2.57,RU,1675633074
536,Shitanjing,39.2342,106.3439,23.11,35,41,2.39,CN,1675633075
537,Porto Santo,33.072,-16.3415,61.18,67,40,13.8,PT,1675633065
538,Filadelfia,39.9523,-75.1638,51.82,32,75,11.5,US,1675632965
539,Rio Cuarto,-33.1307,-64.3499,85.77,37,20,14.97,AR,1675633076
540,Juneau,58.3019,-134.4197,36.21,91,100,11.5,US,1675632823
541,Karratha,-20.7377,116.8463,86.92,56,3,4.85,AU,1675633076
542,Riyadh,24.6877,46.7219,62.74,55,1,12.57,SA,1675632901
543,Santiago Del Estero,-27.7951,-64.2615,91.27,30,95,8.43,AR,1675633077
